,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
540,Mehdi Taremi,5,1,0.2,1.0,58.0,78.0,74.4,4.0,2.0,3,5.0,2,6.0,3.0,0.0,122.0,1.0,9.0,11.1,5,4,1,0,2,3,0.0,0.0,0,5.0,7.0,FW,29.0,1.pt Porto,3,3,270.0,3.0,2.0,0.67,1.0,0.33,1.0,0.33,1.0,0.0,0.0,IR Iran
541,Ehsan Hajsafi,1,0,0.0,,61.0,98.0,62.2,6.0,3.0,3,3.0,2,8.0,2.0,0.0,121.0,0.0,2.0,0.0,1,3,0,11,2,3,0.0,0.0,0,2.0,0.0,"MF,DF",32.0,1.gr AEK Athens,3,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
542,Ahmad Nourollahi,5,1,0.0,0.0,35.0,54.0,64.8,4.0,1.0,3,3.0,6,10.0,8.0,0.0,85.0,1.0,2.0,50.0,2,0,0,3,6,3,0.0,0.0,0,1.0,0.0,MF,29.0,1.ae Al-Ahli Dubai FC,3,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
543,Milad Mohammadi,0,0,,,44.0,68.0,64.7,10.0,3.0,3,2.0,1,11.0,6.0,0.0,94.0,0.0,1.0,0.0,2,1,0,2,1,3,0.0,0.0,0,3.0,3.0,DF,28.0,1.gr AEK Athens,3,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
544,Saeid Ezatolahi,3,1,0.0,0.0,66.0,88.0,75.0,6.0,2.0,1,3.0,2,8.0,4.0,0.0,116.0,0.0,1.0,0.0,2,5,0,4,2,1,0.0,0.0,0,6.0,4.0,MF,25.0,2.dk Vejle BK,3,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
545,Ali Gholizadeh,1,0,0.0,,46.0,72.0,63.9,0.0,0.0,0,5.0,3,3.0,2.0,0.0,88.0,4.0,8.0,50.0,3,1,2,4,3,0,0.0,0.0,0,0.0,1.0,"MF,FW",26.0,1.be Charleroi,3,2,199.0,2.2,0.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,IR Iran
546,Ramin Rezaeian,2,1,0.5,1.0,73.0,105.0,69.5,7.0,3.0,5,1.0,3,10.0,2.0,0.0,130.0,1.0,1.0,100.0,2,3,0,11,3,5,0.0,0.0,0,1.0,6.0,DF,32.0,1.ir Sepahan,2,2,180.0,2.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,IR Iran
547,Sardar Azmoun,5,3,0.0,0.0,18.0,30.0,60.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,40.0,0.0,1.0,0.0,1,1,1,0,0,0,0.0,0.0,0,4.0,5.0,FW,27.0,1.de Leverkusen,3,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
548,Alireza Beiranvand,0,0,,,20.0,31.0,64.5,0.0,0.0,0,0.0,0,0.0,2.0,0.0,33.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,29.0,1.ir Persepolis,2,2,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
549,Hossein Hosseini,0,0,,,23.0,47.0,48.9,0.0,0.0,0,0.0,0,0.0,0.0,0.0,49.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,GK,29.0,1.ir Esteghlal,2,1,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
550,Ali Karimi,0,0,,,34.0,45.0,75.6,3.0,1.0,3,0.0,3,6.0,1.0,0.0,55.0,0.0,0.0,,4,1,0,2,3,3,0.0,0.0,0,3.0,2.0,MF,28.0,1.tr Kayserispor,3,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
551,Sadegh Moharrami,0,0,,,18.0,26.0,69.2,1.0,0.0,1,1.0,1,2.0,3.0,0.0,34.0,1.0,1.0,100.0,2,0,0,3,1,1,0.0,0.0,0,1.0,2.0,DF,26.0,1.hr Dinamo Zagreb,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
552,Alireza Jahanbakhsh,3,0,0.0,,11.0,17.0,64.7,1.0,0.0,1,2.0,1,2.0,0.0,0.0,27.0,1.0,1.0,100.0,2,0,0,1,1,1,0.0,0.0,0,0.0,3.0,MF,28.0,1.nl Feyenoord,2,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,IR Iran
553,Roozbeh Cheshmi,1,1,1.0,1.0,7.0,11.0,63.6,0.0,0.0,0,1.0,2,2.0,3.0,0.0,19.0,0.0,0.0,,1,0,0,0,2,0,0.0,0.0,0,1.0,2.0,"DF,MF",28.0,1.ir Esteghlal,2,1,58.0,0.6,1.0,1.55,0.0,0.0,1.0,1.55,0.0,0.0,0.0,IR Iran
554,Mehdi Torabi,2,0,0.0,,30.0,37.0,81.1,1.0,1.0,0,1.0,2,3.0,0.0,0.0,48.0,1.0,2.0,50.0,0,0,0,1,2,0,0.0,0.0,0,0.0,1.0,MF,27.0,1.ir Persepolis,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
555,Saman Ghoddos,1,0,0.0,,15.0,20.0,75.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,24.0,0.0,0.0,,1,0,0,2,0,0,0.0,0.0,0,0.0,1.0,MF,28.0,1.eng Brentford,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
556,Hossein Kanaanizadegan,0,0,,,8.0,11.0,72.7,0.0,0.0,0,1.0,1,1.0,2.0,0.0,15.0,0.0,0.0,,0,1,0,0,1,0,0.0,0.0,0,0.0,0.0,DF,28.0,1.qa Al Ahli SC,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IR Iran
557,Karim Ansarifard,1,0,0.0,,4.0,5.0,80.0,0.0,0.0,0,1.0,1,1.0,0.0,0.0,11.0,0.0,0.0,,0,0,1,0,1,0,0.0,0.0,0,0.0,1.0,"FW,MF",32.0,1.cy AC Omonia,2,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Iran
558,Abolfazl Jalali,0,0,,,20.0,29.0,69.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,34.0,1.0,5.0,20.0,1,4,0,2,0,0,0.0,0.0,0,0.0,0.0,DF,23.0,1.ir Esteghlal,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IR Iran
559,Óscar Duarte,0,0,,,68.0,98.0,69.4,4.0,2.0,2,3.0,6,10.0,15.0,0.0,132.0,0.0,0.0,,1,0,0,0,6,2,0.0,1.0,0,2.0,3.0,DF,33.0,1.sa Al-Wehda,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Costa Rica
560,Keylor Navas,0,0,,,61.0,102.0,59.8,1.0,1.0,0,0.0,1,2.0,2.0,1.0,113.0,0.0,0.0,,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,GK,35.0,1.fr Paris S-G,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
561,Joel Campbell,1,0,0.0,,104.0,138.0,75.4,9.0,1.0,5,3.0,0,9.0,4.0,0.0,176.0,6.0,13.0,46.2,3,11,3,7,0,5,0.0,0.0,0,5.0,6.0,"FW,MF",29.0,1.mx León,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Costa Rica
562,Yeltsin Tejeda,2,2,0.5,0.5,78.0,99.0,78.8,4.0,1.0,2,7.0,1,5.0,7.0,0.0,129.0,0.0,2.0,0.0,0,2,0,0,1,2,0.0,0.0,0,4.0,2.0,MF,30.0,1.cr Club Sport Herediano,3,3,269.0,3.0,1.0,0.33,1.0,0.33,1.0,0.33,0.0,0.0,0.0,Costa Rica
563,Bryan Oviedo,0,0,,,67.0,89.0,75.3,6.0,4.0,5,3.0,3,9.0,7.0,0.0,114.0,0.0,2.0,0.0,2,4,1,2,3,5,0.0,0.0,0,2.0,0.0,DF,32.0,1.us Real Salt Lake,3,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
564,Keysher Fuller,3,2,0.33,0.5,44.0,63.0,69.8,4.0,3.0,4,2.0,3,7.0,9.0,0.0,93.0,1.0,2.0,50.0,2,4,2,2,3,4,0.0,0.0,0,0.0,1.0,"DF,MF",27.0,1.cr Club Sport Herediano,3,3,253.0,2.8,1.0,0.36,0.0,0.0,1.0,0.36,0.0,0.0,0.0,Costa Rica
565,Celso Borges,0,0,,,98.0,120.0,81.7,5.0,2.0,1,8.0,4,9.0,7.0,0.0,144.0,2.0,2.0,100.0,2,0,0,2,4,1,0.0,0.0,0,6.0,0.0,MF,34.0,1.cr Liga Deportiva Alajuelense,3,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Costa Rica
566,Kendall Waston,1,1,0.0,0.0,57.0,71.0,80.3,7.0,3.0,4,2.0,5,12.0,14.0,0.0,107.0,0.0,0.0,,1,0,0,0,5,4,0.0,0.0,0,4.0,3.0,DF,34.0,1.cr Deportivo Saprissa,3,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
567,Francisco Calvo,1,0,0.0,,86.0,104.0,82.7,7.0,4.0,4,3.0,2,9.0,2.0,0.0,122.0,2.0,2.0,100.0,6,0,1,0,2,4,0.0,0.0,0,2.0,1.0,DF,29.0,1.tr Konyaspor,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Costa Rica
568,Anthony Contreras,0,0,,,15.0,26.0,57.7,5.0,1.0,2,0.0,1,6.0,0.0,0.0,39.0,0.0,0.0,,1,1,0,1,1,2,0.0,0.0,0,5.0,6.0,"FW,MF",22.0,1.cr Club Sport Herediano,3,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Costa Rica
569,Jewison Bennette,1,0,0.0,,11.0,14.0,78.6,0.0,0.0,0,2.0,0,0.0,0.0,0.0,30.0,1.0,4.0,25.0,0,2,2,2,0,0,0.0,0.0,0,0.0,2.0,MF,17.0,2.eng Sunderland,3,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
570,Brandon Aguilera,0,0,,,27.0,38.0,71.1,2.0,2.0,0,1.0,1,3.0,0.0,0.0,44.0,2.0,3.0,66.7,2,2,1,1,1,0,0.0,0.0,0,2.0,1.0,MF,18.0,1.cr Asociación Deportiva Guanacasteca,3,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
571,Juan Pablo Vargas,2,2,0.5,0.5,19.0,24.0,79.2,4.0,3.0,3,0.0,2,6.0,10.0,0.0,43.0,0.0,0.0,,0,0,0,0,2,3,0.0,0.0,0,1.0,0.0,DF,27.0,1.co Millonarios,1,1,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Costa Rica
572,Johan Venegas,0,0,,,11.0,14.0,78.6,0.0,0.0,0,0.0,0,0.0,2.0,0.0,21.0,0.0,1.0,0.0,1,1,2,1,0,0,0.0,0.0,0,0.0,2.0,"FW,MF",33.0,1.cr Liga Deportiva Alajuelense,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
573,Gerson Torres,1,0,0.0,,16.0,16.0,100.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,1,8,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,24.0,1.cr Club Sport Herediano,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
574,Carlos Martínez,0,0,,,10.0,15.0,66.7,1.0,1.0,1,1.0,1,2.0,1.0,0.0,20.0,0.0,0.0,,1,0,0,0,1,1,0.0,0.0,0,1.0,0.0,DF,23.0,1.cr AD San Carlos,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
575,Youstin Salas,0,0,,,15.0,19.0,78.9,5.0,3.0,1,3.0,0,5.0,1.0,0.0,29.0,1.0,2.0,50.0,0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,"DF,MF",25.0,1.cr Deportivo Saprissa,2,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
576,Bryan Ruiz,0,0,,,8.0,12.0,66.7,1.0,1.0,1,1.0,0,1.0,0.0,0.0,14.0,1.0,1.0,100.0,0,1,0,0,0,1,0.0,0.0,0,2.0,2.0,MF,36.0,1.cr Liga Deportiva Alajuelense,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
577,Álvaro Zamora,0,0,,,5.0,5.0,100.0,2.0,1.0,0,0.0,1,3.0,0.0,0.0,9.0,0.0,0.0,,0,0,1,0,1,0,0.0,0.0,0,0.0,1.0,MF,20.0,1.cr Deportivo Saprissa,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
578,Rónald Matarrita,0,0,,,18.0,29.0,62.1,0.0,0.0,0,1.0,0,0.0,0.0,0.0,32.0,1.0,1.0,100.0,1,1,0,3,0,0,0.0,0.0,0,0.0,0.0,"DF,MF",27.0,1.us FC Cincinnati,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
579,Daniel Chacón,0,0,,,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,MF,21.0,1.cr CS Cartaginés,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
580,Roan Wilson,0,0,,,4.0,4.0,100.0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,8.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,20.0,1.cr Municipal Grecia,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica
581,Joachim Andersen,4,1,0.0,0.0,198.0,250.0,79.2,4.0,0.0,2,2.0,0,4.0,12.0,0.0,279.0,0.0,1.0,0.0,3,4,0,1,0,2,0.0,0.0,0,10.0,8.0,DF,26.0,1.eng Crystal Palace,3,3,270.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,Denmark
582,Andreas Christensen,2,1,0.5,1.0,237.0,251.0,94.4,4.0,2.0,2,7.0,4,8.0,9.0,0.0,280.0,0.0,0.0,,2,1,1,0,4,2,0.0,0.0,0,6.0,4.0,DF,26.0,1.es Barcelona,3,3,270.0,3.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,1.0,0.0,Denmark
583,Christian Eriksen,4,1,0.0,0.0,188.0,230.0,81.7,1.0,0.0,0,5.0,0,1.0,1.0,0.0,254.0,0.0,4.0,0.0,2,1,0,30,0,0,0.0,0.0,0,0.0,4.0,MF,30.0,1.eng Manchester Utd,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
584,Pierre Højbjerg,2,1,0.0,0.0,200.0,224.0,89.3,4.0,3.0,2,3.0,3,7.0,6.0,0.0,250.0,1.0,2.0,50.0,0,1,0,1,3,2,0.0,0.0,0,1.0,0.0,MF,26.0,1.eng Tottenham,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
585,Kasper Schmeichel,0,0,,,72.0,87.0,82.8,0.0,0.0,0,0.0,0,0.0,0.0,0.0,91.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,35.0,1.fr Nice,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
586,Joakim Mæhle,2,0,0.0,,119.0,146.0,81.5,9.0,5.0,5,7.0,2,11.0,6.0,0.0,189.0,0.0,9.0,0.0,1,4,0,4,2,5,0.0,0.0,0,1.0,9.0,DF,25.0,1.it Atalanta,3,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
587,Rasmus Nissen,0,0,,,137.0,179.0,76.5,8.0,4.0,7,3.0,1,9.0,7.0,0.0,208.0,1.0,5.0,20.0,2,1,0,7,1,7,0.0,0.0,0,3.0,1.0,DF,24.0,1.eng Leeds United,3,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Denmark
588,Jesper Lindstrøm,3,1,0.0,0.0,36.0,52.0,69.2,1.0,1.0,1,4.0,1,2.0,1.0,0.0,86.0,4.0,12.0,33.3,4,2,0,3,1,1,0.0,0.0,0,1.0,1.0,"MF,FW",22.0,1.de Eint Frankfurt,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
589,Andreas Skov Olsen,4,1,0.0,0.0,43.0,63.0,68.3,0.0,0.0,0,3.0,1,1.0,0.0,0.0,78.0,0.0,2.0,0.0,2,1,0,4,1,0,0.0,0.0,0,1.0,2.0,"FW,MF",22.0,1.be Club Brugge,2,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
590,Mikkel Damsgaard,0,0,,,55.0,72.0,76.4,4.0,0.0,2,2.0,2,6.0,1.0,0.0,90.0,0.0,2.0,0.0,2,1,1,3,2,2,0.0,0.0,0,0.0,1.0,"MF,FW",21.0,1.eng Brentford,3,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
591,Kasper Dolberg,3,1,0.0,0.0,15.0,18.0,83.3,1.0,0.0,1,0.0,0,1.0,1.0,0.0,35.0,1.0,3.0,33.3,2,2,1,1,0,1,0.0,0.0,0,0.0,1.0,FW,24.0,1.es Sevilla,3,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
592,Martin Braithwaite,1,0,0.0,,14.0,20.0,70.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,24.0,1.0,2.0,50.0,0,0,2,0,0,0,0.0,0.0,0,1.0,3.0,"FW,MF",31.0,1.es Espanyol,2,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
593,Andreas Cornelius,5,2,0.0,0.0,21.0,34.0,61.8,0.0,0.0,0,0.0,0,0.0,1.0,0.0,48.0,1.0,1.0,100.0,4,2,0,1,0,0,0.0,0.0,0,11.0,8.0,FW,29.0,1.dk FC Copenhagen,3,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Denmark
594,Victor Nelsson,0,0,,,69.0,74.0,93.2,0.0,0.0,0,2.0,2,2.0,1.0,0.0,79.0,0.0,0.0,,0,2,0,0,2,0,0.0,0.0,0,4.0,3.0,DF,23.0,1.tr Galatasaray,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
595,Mathias Jensen,2,1,0.0,0.0,52.0,67.0,77.6,1.0,1.0,0,2.0,0,1.0,0.0,0.0,77.0,1.0,1.0,100.0,2,1,0,2,0,0,0.0,0.0,0,1.0,0.0,MF,26.0,1.eng Brentford,2,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Denmark
596,Simon Kjær,0,0,,,50.0,59.0,84.7,0.0,0.0,0,1.0,5,5.0,2.0,0.0,68.0,0.0,0.0,,0,0,0,0,5,0,0.0,0.0,0,3.0,1.0,DF,33.0,1.it Milan,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
597,Thomas Delaney,0,0,,,24.0,29.0,82.8,1.0,0.0,1,0.0,0,1.0,1.0,0.0,31.0,0.0,0.0,,0,0,0,1,0,1,0.0,0.0,0,2.0,1.0,MF,30.0,1.es Sevilla,1,1,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
598,Alexander Bah,2,0,0.0,,37.0,53.0,69.8,4.0,2.0,4,2.0,2,6.0,0.0,0.0,65.0,0.0,2.0,0.0,1,0,0,4,2,4,0.0,0.0,0,4.0,0.0,DF,24.0,1.pt Benfica,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
599,Robert Skov,0,0,,,17.0,21.0,81.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,1,0,0,5,0,0,0.0,0.0,0,0.0,1.0,DF,26.0,1.de Hoffenheim,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Denmark
600,Christian Nørgaard,0,0,,,14.0,15.0,93.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,15.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,28.0,1.eng Brentford,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark
601,Nikola Milenković,3,0,0.0,,141.0,163.0,86.5,10.0,5.0,5,6.0,6,16.0,10.0,1.0,200.0,0.0,0.0,,8,2,0,1,6,5,0.0,0.0,0,6.0,2.0,DF,24.0,1.it Fiorentina,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Serbia
602,Vanja Milinković-Savić,0,0,,,90.0,125.0,72.0,0.0,0.0,0,0.0,1,1.0,2.0,0.0,136.0,0.0,0.0,,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,GK,25.0,1.it Torino,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
603,Aleksandar Mitrović,10,3,0.2,0.67,54.0,69.0,78.3,1.0,1.0,0,1.0,0,1.0,1.0,0.0,95.0,1.0,1.0,100.0,3,1,1,1,0,0,0.0,0.0,0,5.0,12.0,FW,27.0,1.eng Fulham,3,3,262.0,2.9,2.0,0.69,0.0,0.0,2.0,0.69,0.0,1.0,0.0,Serbia
604,Dušan Tadić,1,0,0.0,,90.0,127.0,70.9,4.0,2.0,2,4.0,1,5.0,0.0,0.0,151.0,3.0,6.0,50.0,7,4,1,17,1,2,0.0,0.0,0,0.0,0.0,"MF,FW",33.0,1.nl Ajax,3,3,257.0,2.9,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,Serbia
605,Saša Lukić,1,0,0.0,,143.0,162.0,88.3,2.0,0.0,0,2.0,1,3.0,5.0,1.0,182.0,0.0,1.0,0.0,7,1,0,1,1,0,0.0,0.0,0,3.0,3.0,MF,25.0,1.it Torino,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Serbia
606,Strahinja Pavlović,2,1,0.5,1.0,121.0,156.0,77.6,7.0,3.0,2,6.0,1,8.0,7.0,0.0,186.0,2.0,3.0,66.7,6,4,0,1,1,2,0.0,0.0,0,12.0,2.0,DF,21.0,1.at RB Salzburg,3,3,235.0,2.6,1.0,0.38,0.0,0.0,1.0,0.38,0.0,2.0,0.0,Serbia
607,Sergej Milinković-Savić,3,1,0.33,1.0,87.0,120.0,72.5,5.0,3.0,1,5.0,2,7.0,5.0,0.0,162.0,3.0,6.0,50.0,2,4,0,1,2,1,0.0,0.0,0,3.0,3.0,MF,27.0,1.it Lazio,3,3,233.0,2.6,1.0,0.39,0.0,0.0,1.0,0.39,0.0,1.0,0.0,Serbia
608,Miloš Veljković,0,0,,,98.0,112.0,87.5,4.0,2.0,1,2.0,0,4.0,7.0,0.0,126.0,0.0,0.0,,1,0,0,0,0,1,0.0,0.0,0,2.0,1.0,DF,26.0,1.de Werder Bremen,3,3,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
609,Andrija Živković,1,0,0.0,,71.0,96.0,74.0,5.0,2.0,3,5.0,3,8.0,3.0,0.0,120.0,0.0,1.0,0.0,2,4,0,8,3,3,0.0,0.0,0,2.0,2.0,DF,25.0,1.gr PAOK,3,3,210.0,2.3,0.0,0.0,2.0,0.86,0.0,0.0,0.0,0.0,0.0,Serbia
610,Filip Kostić,1,0,0.0,,72.0,113.0,63.7,6.0,2.0,3,3.0,0,6.0,1.0,0.0,129.0,0.0,1.0,0.0,3,1,2,16,0,3,0.0,0.0,0,0.0,0.0,DF,29.0,1.it Juventus,2,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
611,Nemanja Maksimović,0,0,,,50.0,57.0,87.7,4.0,2.0,2,3.0,3,7.0,3.0,0.0,76.0,0.0,0.0,,0,1,0,2,3,2,0.0,0.0,0,0.0,3.0,MF,27.0,1.es Getafe,3,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
612,Nemanja Gudelj,0,0,,,44.0,52.0,84.6,2.0,2.0,2,2.0,2,4.0,1.0,1.0,61.0,0.0,0.0,,3,0,0,0,2,2,0.0,0.0,0,1.0,1.0,"MF,DF",30.0,1.es Sevilla,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Serbia
613,Dušan Vlahović,3,3,0.33,0.33,6.0,11.0,54.5,1.0,1.0,0,0.0,0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0,2,0,0,0,0,0.0,0.0,0,2.0,2.0,FW,22.0,1.it Juventus,2,1,79.0,0.9,1.0,1.14,0.0,0.0,1.0,1.14,0.0,0.0,0.0,Serbia
614,Filip Mladenović,1,0,0.0,,20.0,25.0,80.0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,32.0,0.0,2.0,0.0,0,0,0,1,0,0,0.0,0.0,0,1.0,0.0,DF,30.0,1.pl Legia Warsaw,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
615,Nemanja Radonjić,2,0,0.0,,15.0,24.0,62.5,0.0,0.0,0,0.0,0,0.0,1.0,0.0,37.0,0.0,5.0,0.0,0,2,0,6,0,0,0.0,0.0,0,0.0,1.0,"DF,FW",26.0,1.it Torino,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
616,Luka Jović,2,0,0.0,,6.0,10.0,60.0,0.0,0.0,0,1.0,1,1.0,0.0,0.0,15.0,0.0,0.0,,1,0,0,0,1,0,0.0,0.0,0,1.0,3.0,FW,24.0,1.it Fiorentina,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Serbia
